dist_family,rho,heterogeneity,cost_scenario,instances,drop_mean,drop_median,ratio_mean,ratio_median
uniform,0.0,full,hvhm,1,0.4244093513377565,0.4244093513377565,0.5755906486622435,0.5755906486622435
uniform,0.0,partial,hvlm,1,0.4294069081359382,0.4294069081359382,0.5705930918640618,0.5705930918640618
exponential,0.5,full,hvlm,1,0.4372724001209267,0.4372724001209267,0.5627275998790733,0.5627275998790733
normal,0.0,none,hvhm,1,0.45185021539285286,0.45185021539285286,0.5481497846071471,0.5481497846071471
exponential,0.5,none,hvlm,1,0.45457061043995906,0.45457061043995906,0.545429389560041,0.545429389560041
lognormal,0.0,full,hvlm,1,0.45638756315570983,0.45638756315570983,0.5436124368442902,0.5436124368442902
lognormal,0.0,partial,hvlm,1,0.4633529338302521,0.4633529338302521,0.5366470661697479,0.5366470661697479
uniform,0.5,full,hvhm,1,0.4694292661603009,0.4694292661603009,0.5305707338396991,0.5305707338396991
exponential,0.0,full,hvlm,1,0.48649296374405404,0.48649296374405404,0.513507036255946,0.513507036255946
exponential,0.0,partial,hvhm,1,0.48938388015137146,0.48938388015137146,0.5106161198486285,0.5106161198486285
lognormal,0.0,full,hvhm,1,0.5095928712351233,0.5095928712351233,0.4904071287648767,0.4904071287648767
exponential,-0.5,full,hvlm,1,0.5288818952971543,0.5288818952971543,0.47111810470284565,0.47111810470284565
exponential,-0.5,partial,hvlm,1,0.5355864631052183,0.5355864631052183,0.46441353689478176,0.46441353689478176
exponential,0.5,full,hvhm,1,0.5801427972383855,0.5801427972383855,0.4198572027616146,0.4198572027616146
exponential,0.5,partial,hvlm,1,0.671212915260008,0.671212915260008,0.32878708473999196,0.32878708473999196
