bundle_id,bundle_binary,bundle_size,selected_segment_count,selected_customer_weight,avg_price,instance_count,customer_share,cumulative_customer_share
790,1100010110,5,1,0.000196,1.735264,1,0.000196,0.997825
282,0100011010,4,1,0.000195,1.478626,1,0.000195,0.998021
823,1100110111,7,1,0.000176,2.050247,1,0.000176,0.998197
561,1000110001,4,1,0.000165,1.485908,1,0.000165,0.998361
827,1100111011,7,1,0.000154,2.173293,1,0.000154,0.998516
738,1011100010,5,1,0.000152,1.721257,1,0.000152,0.998668
707,1011000011,5,1,0.000146,1.659593,1,0.000146,0.998814
501,0111110101,7,1,0.000145,1.973952,1,0.000145,0.998959
775,1100000111,5,1,0.000143,1.863330,1,0.000143,0.999102
321,0101000001,3,1,0.000139,1.522456,1,0.000139,0.999241
1,0000000001,1,1,0.000104,0.867967,1,0.000104,0.999345
581,1001000101,4,1,0.000092,1.611244,1,0.000092,0.999436
228,0011100100,4,1,0.000087,1.650706,1,0.000087,0.999524
486,0111100110,6,1,0.000082,2.014473,1,0.000082,0.999605
761,1011111001,7,1,0.000079,2.097342,1,0.000079,0.999684
285,0100011101,5,1,0.000077,1.804102,1,0.000077,0.999761
28,0000011100,3,1,0.000067,1.291041,1,0.000067,0.999828
488,0111101000,5,1,0.000041,1.645304,1,0.000041,0.999869
262,0100000110,3,1,0.000038,1.323480,1,0.000038,0.999907
757,1011110101,7,1,0.000032,2.264049,1,0.000032,0.999939
2,0000000010,1,1,0.000025,0.813866,1,0.000025,0.999964
99,0001100011,4,1,0.000024,1.671924,1,0.000024,0.999988
745,1011101001,6,1,0.000009,2.010432,1,0.000009,0.999997
396,0110001100,4,1,0.000003,1.674190,1,0.000003,1.000000
1004,1111101100,7,0,0.000000,0.000000,0,0.000000,1.000000
964,1111000100,5,0,0.000000,0.000000,0,0.000000,1.000000
635,1001111011,7,0,0.000000,0.000000,0,0.000000,1.000000
961,1111000001,5,0,0.000000,0.000000,0,0.000000,1.000000
689,1010110001,5,0,0.000000,0.000000,0,0.000000,1.000000
962,1111000010,5,0,0.000000,0.000000,0,0.000000,1.000000
691,1010110011,6,0,0.000000,0.000000,0,0.000000,1.000000
692,1010110100,5,0,0.000000,0.000000,0,0.000000,1.000000
693,1010110101,6,0,0.000000,0.000000,0,0.000000,1.000000
694,1010110110,6,0,0.000000,0.000000,0,0.000000,1.000000
633,1001111001,6,0,0.000000,0.000000,0,0.000000,1.000000
696,1010111000,5,0,0.000000,0.000000,0,0.000000,1.000000
1010,1111110010,7,0,0.000000,0.000000,0,0.000000,1.000000
965,1111000101,6,0,0.000000,0.000000,0,0.000000,1.000000
632,1001111000,5,0,0.000000,0.000000,0,0.000000,1.000000
960,1111000000,4,0,0.000000,0.000000,0,0.000000,1.000000
946,1110110010,6,0,0.000000,0.000000,0,0.000000,1.000000
688,1010110000,4,0,0.000000,0.000000,0,0.000000,1.000000
660,1010010100,4,0,0.000000,0.000000,0,0.000000,1.000000
686,1010101110,6,0,0.000000,0.000000,0,0.000000,1.000000
945,1110110001,6,0,0.000000,0.000000,0,0.000000,1.000000
972,1111001100,6,0,0.000000,0.000000,0,0.000000,1.000000
982,1111010110,7,0,0.000000,0.000000,0,0.000000,1.000000
647,1010000111,5,0,0.000000,0.000000,0,0.000000,1.000000
973,1111001101,7,0,0.000000,0.000000,0,0.000000,1.000000
648,1010001000,3,0,0.000000,0.000000,0,0.000000,1.000000
649,1010001001,4,0,0.000000,0.000000,0,0.000000,1.000000
665,1010011001,5,0,0.000000,0.000000,0,0.000000,1.000000
650,1010001010,4,0,0.000000,0.000000,0,0.000000,1.000000
652,1010001100,4,0,0.000000,0.000000,0,0.000000,1.000000
653,1010001101,5,0,0.000000,0.000000,0,0.000000,1.000000
664,1010011000,4,0,0.000000,0.000000,0,0.000000,1.000000
636,1001111100,6,0,0.000000,0.000000,0,0.000000,1.000000
974,1111001110,7,0,0.000000,0.000000,0,0.000000,1.000000
654,1010001110,5,0,0.000000,0.000000,0,0.000000,1.000000
976,1111010000,5,0,0.000000,0.000000,0,0.000000,1.000000
978,1111010010,6,0,0.000000,0.000000,0,0.000000,1.000000
655,1010001111,6,0,0.000000,0.000000,0,0.000000,1.000000
661,1010010101,5,0,0.000000,0.000000,0,0.000000,1.000000
656,1010010000,3,0,0.000000,0.000000,0,0.000000,1.000000
657,1010010001,4,0,0.000000,0.000000,0,0.000000,1.000000
658,1010010010,4,0,0.000000,0.000000,0,0.000000,1.000000
659,1010010011,5,0,0.000000,0.000000,0,0.000000,1.000000
646,1010000110,4,0,0.000000,0.000000,0,0.000000,1.000000
669,1010011101,6,0,0.000000,0.000000,0,0.000000,1.000000
645,1010000101,4,0,0.000000,0.000000,0,0.000000,1.000000
670,1010011110,6,0,0.000000,0.000000,0,0.000000,1.000000
685,1010101101,6,0,0.000000,0.000000,0,0.000000,1.000000
684,1010101100,5,0,0.000000,0.000000,0,0.000000,1.000000
998,1111100110,7,0,0.000000,0.000000,0,0.000000,1.000000
683,1010101011,6,0,0.000000,0.000000,0,0.000000,1.000000
682,1010101010,5,0,0.000000,0.000000,0,0.000000,1.000000
995,1111100011,7,0,0.000000,0.000000,0,0.000000,1.000000
678,1010100110,5,0,0.000000,0.000000,0,0.000000,1.000000
993,1111100001,6,0,0.000000,0.000000,0,0.000000,1.000000
677,1010100101,5,0,0.000000,0.000000,0,0.000000,1.000000
640,1010000000,2,0,0.000000,0.000000,0,0.000000,1.000000
676,1010100100,4,0,0.000000,0.000000,0,0.000000,1.000000
641,1010000001,3,0,0.000000,0.000000,0,0.000000,1.000000
675,1010100011,5,0,0.000000,0.000000,0,0.000000,1.000000
642,1010000010,3,0,0.000000,0.000000,0,0.000000,1.000000
992,1111100000,5,0,0.000000,0.000000,0,0.000000,1.000000
984,1111011000,6,0,0.000000,0.000000,0,0.000000,1.000000
674,1010100010,4,0,0.000000,0.000000,0,0.000000,1.000000
673,1010100001,4,0,0.000000,0.000000,0,0.000000,1.000000
672,1010100000,3,0,0.000000,0.000000,0,0.000000,1.000000
644,1010000100,3,0,0.000000,0.000000,0,0.000000,1.000000
968,1111001000,5,0,0.000000,0.000000,0,0.000000,1.000000
994,1111100010,6,0,0.000000,0.000000,0,0.000000,1.000000
830,1100111110,7,0,0.000000,0.000000,0,0.000000,1.000000
941,1110101101,7,0,0.000000,0.000000,0,0.000000,1.000000
856,1101011000,5,0,0.000000,0.000000,0,0.000000,1.000000
797,1100011101,6,0,0.000000,0.000000,0,0.000000,1.000000
796,1100011100,5,0,0.000000,0.000000,0,0.000000,1.000000
795,1100011011,6,0,0.000000,0.000000,0,0.000000,1.000000
794,1100011010,5,0,0.000000,0.000000,0,0.000000,1.000000
845,1101001101,6,0,0.000000,0.000000,0,0.000000,1.000000
792,1100011000,4,0,0.000000,0.000000,0,0.000000,1.000000
789,1100010101,5,0,0.000000,0.000000,0,0.000000,1.000000
788,1100010100,4,0,0.000000,0.000000,0,0.000000,1.000000
849,1101010001,5,0,0.000000,0.000000,0,0.000000,1.000000
850,1101010010,5,0,0.000000,0.000000,0,0.000000,1.000000
852,1101010100,5,0,0.000000,0.000000,0,0.000000,1.000000
785,1100010001,4,0,0.000000,0.000000,0,0.000000,1.000000
784,1100010000,3,0,0.000000,0.000000,0,0.000000,1.000000
783,1100001111,6,0,0.000000,0.000000,0,0.000000,1.000000
782,1100001110,5,0,0.000000,0.000000,0,0.000000,1.000000
781,1100001101,5,0,0.000000,0.000000,0,0.000000,1.000000
780,1100001100,4,0,0.000000,0.000000,0,0.000000,1.000000
779,1100001011,5,0,0.000000,0.000000,0,0.000000,1.000000
778,1100001010,4,0,0.000000,0.000000,0,0.000000,1.000000
776,1100001000,3,0,0.000000,0.000000,0,0.000000,1.000000
774,1100000110,4,0,0.000000,0.000000,0,0.000000,1.000000
773,1100000101,4,0,0.000000,0.000000,0,0.000000,1.000000
772,1100000100,3,0,0.000000,0.000000,0,0.000000,1.000000
771,1100000011,4,0,0.000000,0.000000,0,0.000000,1.000000
770,1100000010,3,0,0.000000,0.000000,0,0.000000,1.000000
769,1100000001,3,0,0.000000,0.000000,0,0.000000,1.000000
855,1101010111,7,0,0.000000,0.000000,0,0.000000,1.000000
844,1101001100,5,0,0.000000,0.000000,0,0.000000,1.000000
843,1101001011,6,0,0.000000,0.000000,0,0.000000,1.000000
800,1100100000,3,0,0.000000,0.000000,0,0.000000,1.000000
814,1100101110,6,0,0.000000,0.000000,0,0.000000,1.000000
828,1100111100,6,0,0.000000,0.000000,0,0.000000,1.000000
825,1100111001,6,0,0.000000,0.000000,0,0.000000,1.000000
824,1100111000,5,0,0.000000,0.000000,0,0.000000,1.000000
833,1101000001,4,0,0.000000,0.000000,0,0.000000,1.000000
822,1100110110,6,0,0.000000,0.000000,0,0.000000,1.000000
834,1101000010,4,0,0.000000,0.000000,0,0.000000,1.000000
820,1100110100,5,0,0.000000,0.000000,0,0.000000,1.000000
835,1101000011,5,0,0.000000,0.000000,0,0.000000,1.000000
818,1100110010,5,0,0.000000,0.000000,0,0.000000,1.000000
817,1100110001,5,0,0.000000,0.000000,0,0.000000,1.000000
816,1100110000,4,0,0.000000,0.000000,0,0.000000,1.000000
836,1101000100,4,0,0.000000,0.000000,0,0.000000,1.000000
813,1100101101,6,0,0.000000,0.000000,0,0.000000,1.000000
842,1101001010,5,0,0.000000,0.000000,0,0.000000,1.000000
812,1100101100,5,0,0.000000,0.000000,0,0.000000,1.000000
837,1101000101,5,0,0.000000,0.000000,0,0.000000,1.000000
810,1100101010,5,0,0.000000,0.000000,0,0.000000,1.000000
839,1101000111,6,0,0.000000,0.000000,0,0.000000,1.000000
808,1100101000,4,0,0.000000,0.000000,0,0.000000,1.000000
841,1101001001,5,0,0.000000,0.000000,0,0.000000,1.000000
629,1001110101,6,0,0.000000,0.000000,0,0.000000,1.000000
806,1100100110,5,0,0.000000,0.000000,0,0.000000,1.000000
805,1100100101,5,0,0.000000,0.000000,0,0.000000,1.000000
804,1100100100,4,0,0.000000,0.000000,0,0.000000,1.000000
803,1100100011,5,0,0.000000,0.000000,0,0.000000,1.000000
802,1100100010,4,0,0.000000,0.000000,0,0.000000,1.000000
768,1100000000,2,0,0.000000,0.000000,0,0.000000,1.000000
864,1101100000,4,0,0.000000,0.000000,0,0.000000,1.000000
938,1110101010,6,0,0.000000,0.000000,0,0.000000,1.000000
865,1101100001,5,0,0.000000,0.000000,0,0.000000,1.000000
724,1011010100,5,0,0.000000,0.000000,0,0.000000,1.000000
723,1011010011,6,0,0.000000,0.000000,0,0.000000,1.000000
722,1011010010,5,0,0.000000,0.000000,0,0.000000,1.000000
832,1101000000,3,0,0.000000,0.000000,0,0.000000,1.000000
916,1110010100,5,0,0.000000,0.000000,0,0.000000,1.000000
721,1011010001,5,0,0.000000,0.000000,0,0.000000,1.000000
917,1110010101,6,0,0.000000,0.000000,0,0.000000,1.000000
720,1011010000,4,0,0.000000,0.000000,0,0.000000,1.000000
717,1011001101,6,0,0.000000,0.000000,0,0.000000,1.000000
716,1011001100,5,0,0.000000,0.000000,0,0.000000,1.000000
920,1110011000,5,0,0.000000,0.000000,0,0.000000,1.000000
714,1011001010,5,0,0.000000,0.000000,0,0.000000,1.000000
713,1011001001,5,0,0.000000,0.000000,0,0.000000,1.000000
921,1110011001,6,0,0.000000,0.000000,0,0.000000,1.000000
712,1011001000,4,0,0.000000,0.000000,0,0.000000,1.000000
711,1011000111,6,0,0.000000,0.000000,0,0.000000,1.000000
710,1011000110,5,0,0.000000,0.000000,0,0.000000,1.000000
708,1011000100,4,0,0.000000,0.000000,0,0.000000,1.000000
706,1011000010,4,0,0.000000,0.000000,0,0.000000,1.000000
705,1011000001,4,0,0.000000,0.000000,0,0.000000,1.000000
928,1110100000,4,0,0.000000,0.000000,0,0.000000,1.000000
704,1011000000,3,0,0.000000,0.000000,0,0.000000,1.000000
929,1110100001,5,0,0.000000,0.000000,0,0.000000,1.000000
930,1110100010,5,0,0.000000,0.000000,0,0.000000,1.000000
931,1110100011,6,0,0.000000,0.000000,0,0.000000,1.000000
932,1110100100,5,0,0.000000,0.000000,0,0.000000,1.000000
936,1110101000,5,0,0.000000,0.000000,0,0.000000,1.000000
725,1011010101,6,0,0.000000,0.000000,0,0.000000,1.000000
914,1110010010,5,0,0.000000,0.000000,0,0.000000,1.000000
913,1110010001,5,0,0.000000,0.000000,0,0.000000,1.000000
898,1110000010,4,0,0.000000,0.000000,0,0.000000,1.000000
866,1101100010,5,0,0.000000,0.000000,0,0.000000,1.000000
867,1101100011,6,0,0.000000,0.000000,0,0.000000,1.000000
869,1101100101,6,0,0.000000,0.000000,0,0.000000,1.000000
872,1101101000,5,0,0.000000,0.000000,0,0.000000,1.000000
874,1101101010,6,0,0.000000,0.000000,0,0.000000,1.000000
876,1101101100,6,0,0.000000,0.000000,0,0.000000,1.000000
755,1011110011,7,0,0.000000,0.000000,0,0.000000,1.000000
888,1101111000,6,0,0.000000,0.000000,0,0.000000,1.000000
753,1011110001,6,0,0.000000,0.000000,0,0.000000,1.000000
752,1011110000,5,0,0.000000,0.000000,0,0.000000,1.000000
889,1101111001,7,0,0.000000,0.000000,0,0.000000,1.000000
896,1110000000,3,0,0.000000,0.000000,0,0.000000,1.000000
902,1110000110,5,0,0.000000,0.000000,0,0.000000,1.000000
728,1011011000,5,0,0.000000,0.000000,0,0.000000,1.000000
746,1011101010,6,0,0.000000,0.000000,0,0.000000,1.000000
903,1110000111,6,0,0.000000,0.000000,0,0.000000,1.000000
744,1011101000,5,0,0.000000,0.000000,0,0.000000,1.000000
741,1011100101,6,0,0.000000,0.000000,0,0.000000,1.000000
904,1110001000,4,0,0.000000,0.000000,0,0.000000,1.000000
906,1110001010,5,0,0.000000,0.000000,0,0.000000,1.000000
907,1110001011,6,0,0.000000,0.000000,0,0.000000,1.000000
909,1110001101,6,0,0.000000,0.000000,0,0.000000,1.000000
910,1110001110,6,0,0.000000,0.000000,0,0.000000,1.000000
911,1110001111,7,0,0.000000,0.000000,0,0.000000,1.000000
912,1110010000,4,0,0.000000,0.000000,0,0.000000,1.000000
729,1011011001,6,0,0.000000,0.000000,0,0.000000,1.000000
915,1110010011,6,0,0.000000,0.000000,0,0.000000,1.000000
0,0000000000,0,0,0.000000,0.000000,0,0.000000,1.000000
628,1001110100,5,0,0.000000,0.000000,0,0.000000,1.000000
163,0010100011,4,0,0.000000,0.000000,0,0.000000,1.000000
165,0010100101,4,0,0.000000,0.000000,0,0.000000,1.000000
166,0010100110,4,0,0.000000,0.000000,0,0.000000,1.000000
167,0010100111,5,0,0.000000,0.000000,0,0.000000,1.000000
168,0010101000,3,0,0.000000,0.000000,0,0.000000,1.000000
171,0010101011,5,0,0.000000,0.000000,0,0.000000,1.000000
172,0010101100,4,0,0.000000,0.000000,0,0.000000,1.000000
173,0010101101,5,0,0.000000,0.000000,0,0.000000,1.000000
174,0010101110,5,0,0.000000,0.000000,0,0.000000,1.000000
175,0010101111,6,0,0.000000,0.000000,0,0.000000,1.000000
176,0010110000,3,0,0.000000,0.000000,0,0.000000,1.000000
177,0010110001,4,0,0.000000,0.000000,0,0.000000,1.000000
179,0010110011,5,0,0.000000,0.000000,0,0.000000,1.000000
180,0010110100,4,0,0.000000,0.000000,0,0.000000,1.000000
182,0010110110,5,0,0.000000,0.000000,0,0.000000,1.000000
184,0010111000,4,0,0.000000,0.000000,0,0.000000,1.000000
188,0010111100,5,0,0.000000,0.000000,0,0.000000,1.000000
189,0010111101,6,0,0.000000,0.000000,0,0.000000,1.000000
190,0010111110,6,0,0.000000,0.000000,0,0.000000,1.000000
192,0011000000,2,0,0.000000,0.000000,0,0.000000,1.000000
193,0011000001,3,0,0.000000,0.000000,0,0.000000,1.000000
194,0011000010,3,0,0.000000,0.000000,0,0.000000,1.000000
164,0010100100,3,0,0.000000,0.000000,0,0.000000,1.000000
162,0010100010,3,0,0.000000,0.000000,0,0.000000,1.000000
128,0010000000,1,0,0.000000,0.000000,0,0.000000,1.000000
160,0010100000,2,0,0.000000,0.000000,0,0.000000,1.000000
130,0010000010,2,0,0.000000,0.000000,0,0.000000,1.000000
131,0010000011,3,0,0.000000,0.000000,0,0.000000,1.000000
133,0010000101,3,0,0.000000,0.000000,0,0.000000,1.000000
135,0010000111,4,0,0.000000,0.000000,0,0.000000,1.000000
139,0010001011,4,0,0.000000,0.000000,0,0.000000,1.000000
140,0010001100,3,0,0.000000,0.000000,0,0.000000,1.000000
141,0010001101,4,0,0.000000,0.000000,0,0.000000,1.000000
142,0010001110,4,0,0.000000,0.000000,0,0.000000,1.000000
143,0010001111,5,0,0.000000,0.000000,0,0.000000,1.000000
145,0010010001,3,0,0.000000,0.000000,0,0.000000,1.000000
146,0010010010,3,0,0.000000,0.000000,0,0.000000,1.000000
147,0010010011,4,0,0.000000,0.000000,0,0.000000,1.000000
148,0010010100,3,0,0.000000,0.000000,0,0.000000,1.000000
149,0010010101,4,0,0.000000,0.000000,0,0.000000,1.000000
151,0010010111,5,0,0.000000,0.000000,0,0.000000,1.000000
152,0010011000,3,0,0.000000,0.000000,0,0.000000,1.000000
153,0010011001,4,0,0.000000,0.000000,0,0.000000,1.000000
155,0010011011,5,0,0.000000,0.000000,0,0.000000,1.000000
156,0010011100,4,0,0.000000,0.000000,0,0.000000,1.000000
157,0010011101,5,0,0.000000,0.000000,0,0.000000,1.000000
159,0010011111,6,0,0.000000,0.000000,0,0.000000,1.000000
195,0011000011,4,0,0.000000,0.000000,0,0.000000,1.000000
196,0011000100,3,0,0.000000,0.000000,0,0.000000,1.000000
197,0011000101,4,0,0.000000,0.000000,0,0.000000,1.000000
199,0011000111,5,0,0.000000,0.000000,0,0.000000,1.000000
246,0011110110,6,0,0.000000,0.000000,0,0.000000,1.000000
248,0011111000,5,0,0.000000,0.000000,0,0.000000,1.000000
252,0011111100,6,0,0.000000,0.000000,0,0.000000,1.000000
256,0100000000,1,0,0.000000,0.000000,0,0.000000,1.000000
257,0100000001,2,0,0.000000,0.000000,0,0.000000,1.000000
258,0100000010,2,0,0.000000,0.000000,0,0.000000,1.000000
259,0100000011,3,0,0.000000,0.000000,0,0.000000,1.000000
260,0100000100,2,0,0.000000,0.000000,0,0.000000,1.000000
261,0100000101,3,0,0.000000,0.000000,0,0.000000,1.000000
264,0100001000,2,0,0.000000,0.000000,0,0.000000,1.000000
265,0100001001,3,0,0.000000,0.000000,0,0.000000,1.000000
266,0100001010,3,0,0.000000,0.000000,0,0.000000,1.000000
267,0100001011,4,0,0.000000,0.000000,0,0.000000,1.000000
268,0100001100,3,0,0.000000,0.000000,0,0.000000,1.000000
269,0100001101,4,0,0.000000,0.000000,0,0.000000,1.000000
270,0100001110,4,0,0.000000,0.000000,0,0.000000,1.000000
271,0100001111,5,0,0.000000,0.000000,0,0.000000,1.000000
273,0100010001,3,0,0.000000,0.000000,0,0.000000,1.000000
274,0100010010,3,0,0.000000,0.000000,0,0.000000,1.000000
275,0100010011,4,0,0.000000,0.000000,0,0.000000,1.000000
277,0100010101,4,0,0.000000,0.000000,0,0.000000,1.000000
245,0011110101,6,0,0.000000,0.000000,0,0.000000,1.000000
244,0011110100,5,0,0.000000,0.000000,0,0.000000,1.000000
242,0011110010,5,0,0.000000,0.000000,0,0.000000,1.000000
214,0011010110,5,0,0.000000,0.000000,0,0.000000,1.000000
201,0011001001,4,0,0.000000,0.000000,0,0.000000,1.000000
202,0011001010,4,0,0.000000,0.000000,0,0.000000,1.000000
203,0011001011,5,0,0.000000,0.000000,0,0.000000,1.000000
205,0011001101,5,0,0.000000,0.000000,0,0.000000,1.000000
208,0011010000,3,0,0.000000,0.000000,0,0.000000,1.000000
209,0011010001,4,0,0.000000,0.000000,0,0.000000,1.000000
210,0011010010,4,0,0.000000,0.000000,0,0.000000,1.000000
211,0011010011,5,0,0.000000,0.000000,0,0.000000,1.000000
212,0011010100,4,0,0.000000,0.000000,0,0.000000,1.000000
216,0011011000,4,0,0.000000,0.000000,0,0.000000,1.000000
241,0011110001,5,0,0.000000,0.000000,0,0.000000,1.000000
224,0011100000,3,0,0.000000,0.000000,0,0.000000,1.000000
225,0011100001,4,0,0.000000,0.000000,0,0.000000,1.000000
227,0011100011,5,0,0.000000,0.000000,0,0.000000,1.000000
229,0011100101,5,0,0.000000,0.000000,0,0.000000,1.000000
230,0011100110,5,0,0.000000,0.000000,0,0.000000,1.000000
232,0011101000,4,0,0.000000,0.000000,0,0.000000,1.000000
233,0011101001,5,0,0.000000,0.000000,0,0.000000,1.000000
236,0011101100,5,0,0.000000,0.000000,0,0.000000,1.000000
237,0011101101,6,0,0.000000,0.000000,0,0.000000,1.000000
129,0010000001,2,0,0.000000,0.000000,0,0.000000,1.000000
124,0001111100,5,0,0.000000,0.000000,0,0.000000,1.000000
626,1001110010,5,0,0.000000,0.000000,0,0.000000,1.000000
30,0000011110,4,0,0.000000,0.000000,0,0.000000,1.000000
32,0000100000,1,0,0.000000,0.000000,0,0.000000,1.000000
33,0000100001,2,0,0.000000,0.000000,0,0.000000,1.000000
35,0000100011,3,0,0.000000,0.000000,0,0.000000,1.000000
36,0000100100,2,0,0.000000,0.000000,0,0.000000,1.000000
37,0000100101,3,0,0.000000,0.000000,0,0.000000,1.000000
38,0000100110,3,0,0.000000,0.000000,0,0.000000,1.000000
40,0000101000,2,0,0.000000,0.000000,0,0.000000,1.000000
41,0000101001,3,0,0.000000,0.000000,0,0.000000,1.000000
42,0000101010,3,0,0.000000,0.000000,0,0.000000,1.000000
43,0000101011,4,0,0.000000,0.000000,0,0.000000,1.000000
44,0000101100,3,0,0.000000,0.000000,0,0.000000,1.000000
46,0000101110,4,0,0.000000,0.000000,0,0.000000,1.000000
48,0000110000,2,0,0.000000,0.000000,0,0.000000,1.000000
49,0000110001,3,0,0.000000,0.000000,0,0.000000,1.000000
50,0000110010,3,0,0.000000,0.000000,0,0.000000,1.000000
51,0000110011,4,0,0.000000,0.000000,0,0.000000,1.000000
53,0000110101,4,0,0.000000,0.000000,0,0.000000,1.000000
54,0000110110,4,0,0.000000,0.000000,0,0.000000,1.000000
55,0000110111,5,0,0.000000,0.000000,0,0.000000,1.000000
56,0000111000,3,0,0.000000,0.000000,0,0.000000,1.000000
58,0000111010,4,0,0.000000,0.000000,0,0.000000,1.000000
31,0000011111,5,0,0.000000,0.000000,0,0.000000,1.000000
29,0000011101,4,0,0.000000,0.000000,0,0.000000,1.000000
120,0001111000,4,0,0.000000,0.000000,0,0.000000,1.000000
25,0000011001,3,0,0.000000,0.000000,0,0.000000,1.000000
3,0000000011,2,0,0.000000,0.000000,0,0.000000,1.000000
4,0000000100,1,0,0.000000,0.000000,0,0.000000,1.000000
5,0000000101,2,0,0.000000,0.000000,0,0.000000,1.000000
6,0000000110,2,0,0.000000,0.000000,0,0.000000,1.000000
7,0000000111,3,0,0.000000,0.000000,0,0.000000,1.000000
8,0000001000,1,0,0.000000,0.000000,0,0.000000,1.000000
9,0000001001,2,0,0.000000,0.000000,0,0.000000,1.000000
10,0000001010,2,0,0.000000,0.000000,0,0.000000,1.000000
11,0000001011,3,0,0.000000,0.000000,0,0.000000,1.000000
13,0000001101,3,0,0.000000,0.000000,0,0.000000,1.000000
14,0000001110,3,0,0.000000,0.000000,0,0.000000,1.000000
15,0000001111,4,0,0.000000,0.000000,0,0.000000,1.000000
16,0000010000,1,0,0.000000,0.000000,0,0.000000,1.000000
17,0000010001,2,0,0.000000,0.000000,0,0.000000,1.000000
18,0000010010,2,0,0.000000,0.000000,0,0.000000,1.000000
19,0000010011,3,0,0.000000,0.000000,0,0.000000,1.000000
20,0000010100,2,0,0.000000,0.000000,0,0.000000,1.000000
21,0000010101,3,0,0.000000,0.000000,0,0.000000,1.000000
22,0000010110,3,0,0.000000,0.000000,0,0.000000,1.000000
23,0000010111,4,0,0.000000,0.000000,0,0.000000,1.000000
24,0000011000,2,0,0.000000,0.000000,0,0.000000,1.000000
59,0000111011,5,0,0.000000,0.000000,0,0.000000,1.000000
60,0000111100,4,0,0.000000,0.000000,0,0.000000,1.000000
61,0000111101,5,0,0.000000,0.000000,0,0.000000,1.000000
62,0000111110,5,0,0.000000,0.000000,0,0.000000,1.000000
95,0001011111,6,0,0.000000,0.000000,0,0.000000,1.000000
96,0001100000,2,0,0.000000,0.000000,0,0.000000,1.000000
97,0001100001,3,0,0.000000,0.000000,0,0.000000,1.000000
100,0001100100,3,0,0.000000,0.000000,0,0.000000,1.000000
101,0001100101,4,0,0.000000,0.000000,0,0.000000,1.000000
102,0001100110,4,0,0.000000,0.000000,0,0.000000,1.000000
104,0001101000,3,0,0.000000,0.000000,0,0.000000,1.000000
105,0001101001,4,0,0.000000,0.000000,0,0.000000,1.000000
106,0001101010,4,0,0.000000,0.000000,0,0.000000,1.000000
107,0001101011,5,0,0.000000,0.000000,0,0.000000,1.000000
108,0001101100,4,0,0.000000,0.000000,0,0.000000,1.000000
109,0001101101,5,0,0.000000,0.000000,0,0.000000,1.000000
110,0001101110,5,0,0.000000,0.000000,0,0.000000,1.000000
112,0001110000,3,0,0.000000,0.000000,0,0.000000,1.000000
113,0001110001,4,0,0.000000,0.000000,0,0.000000,1.000000
114,0001110010,4,0,0.000000,0.000000,0,0.000000,1.000000
115,0001110011,5,0,0.000000,0.000000,0,0.000000,1.000000
116,0001110100,4,0,0.000000,0.000000,0,0.000000,1.000000
117,0001110101,5,0,0.000000,0.000000,0,0.000000,1.000000
118,0001110110,5,0,0.000000,0.000000,0,0.000000,1.000000
119,0001110111,6,0,0.000000,0.000000,0,0.000000,1.000000
93,0001011101,5,0,0.000000,0.000000,0,0.000000,1.000000
92,0001011100,4,0,0.000000,0.000000,0,0.000000,1.000000
91,0001011011,5,0,0.000000,0.000000,0,0.000000,1.000000
73,0001001001,3,0,0.000000,0.000000,0,0.000000,1.000000
63,0000111111,6,0,0.000000,0.000000,0,0.000000,1.000000
64,0001000000,1,0,0.000000,0.000000,0,0.000000,1.000000
65,0001000001,2,0,0.000000,0.000000,0,0.000000,1.000000
66,0001000010,2,0,0.000000,0.000000,0,0.000000,1.000000
67,0001000011,3,0,0.000000,0.000000,0,0.000000,1.000000
68,0001000100,2,0,0.000000,0.000000,0,0.000000,1.000000
70,0001000110,3,0,0.000000,0.000000,0,0.000000,1.000000
71,0001000111,4,0,0.000000,0.000000,0,0.000000,1.000000
72,0001001000,2,0,0.000000,0.000000,0,0.000000,1.000000
74,0001001010,3,0,0.000000,0.000000,0,0.000000,1.000000
90,0001011010,4,0,0.000000,0.000000,0,0.000000,1.000000
75,0001001011,4,0,0.000000,0.000000,0,0.000000,1.000000
76,0001001100,3,0,0.000000,0.000000,0,0.000000,1.000000
77,0001001101,4,0,0.000000,0.000000,0,0.000000,1.000000
78,0001001110,4,0,0.000000,0.000000,0,0.000000,1.000000
82,0001010010,3,0,0.000000,0.000000,0,0.000000,1.000000
85,0001010101,4,0,0.000000,0.000000,0,0.000000,1.000000
86,0001010110,4,0,0.000000,0.000000,0,0.000000,1.000000
87,0001010111,5,0,0.000000,0.000000,0,0.000000,1.000000
88,0001011000,3,0,0.000000,0.000000,0,0.000000,1.000000
278,0100010110,4,0,0.000000,0.000000,0,0.000000,1.000000
280,0100011000,3,0,0.000000,0.000000,0,0.000000,1.000000
281,0100011001,4,0,0.000000,0.000000,0,0.000000,1.000000
500,0111110100,6,0,0.000000,0.000000,0,0.000000,1.000000
513,1000000001,2,0,0.000000,0.000000,0,0.000000,1.000000
516,1000000100,2,0,0.000000,0.000000,0,0.000000,1.000000
517,1000000101,3,0,0.000000,0.000000,0,0.000000,1.000000
519,1000000111,4,0,0.000000,0.000000,0,0.000000,1.000000
520,1000001000,2,0,0.000000,0.000000,0,0.000000,1.000000
521,1000001001,3,0,0.000000,0.000000,0,0.000000,1.000000
