sample,customer_id,bsp_purchased,bsp_size,bsp_price,bsp_value,bsp_cost,bsp_surplus,bsp_profit,bsp_bundle,bsp_items,bsp_bundle_in_fcp_menu,fcp_purchased,fcp_bundle_idx,fcp_size,fcp_price,fcp_value,fcp_cost,fcp_surplus,fcp_profit,fcp_bundle,fcp_items,same_purchase_decision,same_bundle,same_size,bsp_purchase_fcp_no_purchase,profit_gap_bsp_minus_fcp,surplus_gap_bsp_minus_fcp,fcp_size_support
oos,1138,1,9,53.56580450400532,53.862298034020505,50.199999999999996,0.29649353001518364,3.3658045040053253,0111111111,"9,8,7,6,5,4,3,2,1",1,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,0,1,3.3658045040053253,0.29649353001518364,"0,1,2,3,4,5,6,7,8,9,10"
oos,1139,1,5,40.34110944548172,41.78504275959724,37.44444444444444,1.4439333141155188,2.8966650010372774,0000011111,"9,8,7,6,5",0,1,7,5,37.03413568775463,37.88633301879811,33.62222222222222,0.8521973310434845,3.4119134655324075,0100001111,"1,6,7,8,9",1,0,1,0,-0.5152484644951301,0.5917359830720343,"0,1,2,3,4,5,6,7,8,9,10"
oos,1140,1,9,53.56580450400532,54.60178892044816,50.199999999999996,1.0359844164428367,3.3658045040053253,0111111111,"9,8,7,6,5,3,4,2,1",1,1,21,7,43.903238276515204,44.670342059096726,40.0,0.7671037825815219,3.9032382765152036,0111001111,"1,2,3,6,7,8,9",1,0,0,0,-0.5374337725098783,0.2688806338613148,"0,1,2,3,4,5,6,7,8,9,10"
oos,1141,1,10,54.48899733449856,55.91010130151977,51.0,1.4211039670212031,3.4889973344985634,1111111111,"9,8,7,6,5,4,3,1,2,0",1,1,32,9,51.12435294800897,52.05817335032681,47.33333333333333,0.933820402317842,3.7910196146756405,1110111111,"0,1,2,4,5,6,7,8,9",1,0,0,0,-0.3020222801770771,0.4872835647033611,"0,1,2,3,4,5,6,7,8,9,10"
oos,1142,1,10,54.48899733449856,55.329566143528844,51.0,0.8405688090302803,3.4889973344985634,1111111111,"9,8,7,6,5,4,3,2,1,0",1,1,32,9,51.12435294800897,51.36940963442002,47.33333333333333,0.24505668641105416,3.7910196146756405,1110111111,"0,1,2,4,5,6,7,8,9",1,0,0,0,-0.3020222801770771,0.5955121226192261,"0,1,2,3,4,5,6,7,8,9,10"
oos,1143,1,7,48.83689621998285,49.152783827701484,45.733333333333334,0.31588760771863633,3.103562886649513,0001111111,"9,8,7,6,5,4,3",0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,0,1,3.103562886649513,0.31588760771863633,"0,1,2,3,4,5,6,7,8,9,10"
oos,1144,1,7,48.83689621998285,51.125671025203516,45.733333333333334,2.288774805220669,3.103562886649513,0001111111,"9,8,7,5,6,3,4",0,1,4,6,37.46736405065777,39.23629531813424,34.422222222222224,1.768931267476468,3.045141828435547,0011110011,"2,3,4,5,8,9",1,0,0,0,0.05842105821396615,0.519843537744201,"0,1,2,3,4,5,6,7,8,9,10"
oos,1145,1,5,40.34110944548172,41.16944768671682,37.44444444444444,0.8283382412351017,2.8966650010372774,0000011111,"9,8,7,6,5",0,1,3,6,43.36190215449638,44.41910723671235,40.15555555555555,1.0572050822159724,3.2063465989408257,0010011111,"2,5,6,7,8,9",1,0,0,0,-0.3096815979035483,-0.22886684098087073,"0,1,2,3,4,5,6,7,8,9,10"
oos,1146,1,10,54.48899733449856,54.80426896190897,51.0,0.3152716274104037,3.4889973344985634,1111111111,"9,8,7,6,5,4,3,2,1,0",1,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,0,1,3.4889973344985634,0.3152716274104037,"0,1,2,3,4,5,6,7,8,9,10"
oos,1147,1,7,48.83689621998285,49.024860088929245,45.733333333333334,0.18796386894639738,3.103562886649513,0001111111,"9,8,6,7,5,3,4",0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,0,1,3.103562886649513,0.18796386894639738,"0,1,2,3,4,5,6,7,8,9,10"
