sample,customer_id,bsp_purchased,bsp_size,bsp_price,bsp_value,bsp_cost,bsp_surplus,bsp_profit,bsp_bundle,bsp_items,bsp_bundle_in_fcp_menu,fcp_purchased,fcp_bundle_idx,fcp_size,fcp_price,fcp_value,fcp_cost,fcp_surplus,fcp_profit,fcp_bundle,fcp_items,same_purchase_decision,same_bundle,same_size,bsp_purchase_fcp_no_purchase,profit_gap_bsp_minus_fcp,surplus_gap_bsp_minus_fcp,fcp_size_support
in_sample,40,1,10,54.48899733449856,56.51832678488189,51.0,2.0293294503833295,3.4889973344985634,1111111111,"9,8,7,5,6,4,3,2,1,0",1,1,36,10,55.22876648022058,56.51832678488189,51.0,1.2895603046613147,4.228766480220578,1111111111,"0,1,2,3,4,5,6,7,8,9",1,1,1,0,-0.7397691457220148,0.7397691457220148,"0,1,2,3,4,5,6,7,8,9,10"
in_sample,41,0,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,1,29,8,46.85260247704875,47.03623855728028,42.71111111111111,0.18363608023152977,4.14149136593764,1101101111,"0,1,3,4,6,7,8,9",0,0,0,0,-4.14149136593764,-0.18363608023152977,"0,1,2,3,4,5,6,7,8,9,10"
in_sample,42,1,9,53.56580450400532,53.66031390539671,50.199999999999996,0.09450940139139163,3.3658045040053253,0111111111,"9,8,7,6,5,4,3,2,1",1,1,4,6,37.46736405065777,38.39157925701529,34.422222222222224,0.9242152063575162,3.045141828435547,0011110011,"2,3,4,5,8,9",1,0,0,0,0.32066267556977834,-0.8297058049661246,"0,1,2,3,4,5,6,7,8,9,10"
in_sample,43,1,8,52.207780688943295,52.84515707813368,48.44444444444444,0.6373763891903863,3.763336244498852,0011111111,"9,8,7,6,5,4,3,2",0,1,4,6,37.46736405065777,38.25798101296835,34.422222222222224,0.7906169623105797,3.045141828435547,0011110011,"2,3,4,5,8,9",1,0,0,0,0.7181944160633051,-0.15324057312019335,"0,1,2,3,4,5,6,7,8,9,10"
in_sample,44,1,10,54.48899733449856,56.30581837958798,51.0,1.8168210450894193,3.4889973344985634,1111111111,"9,8,7,6,5,3,4,2,1,0",1,1,34,9,50.79910616448031,52.08653540015173,46.37777777777777,1.287429235671425,4.421328386702534,1111011111,"0,1,2,3,5,6,7,8,9",1,0,0,0,-0.9323310522039705,0.5293918094179944,"0,1,2,3,4,5,6,7,8,9,10"
in_sample,45,1,10,54.48899733449856,55.471907650433735,51.0,0.9829103159351718,3.4889973344985634,1111111111,"9,8,7,6,5,4,3,2,1,0",1,1,31,8,46.54431098486108,47.4875905458997,42.71111111111111,0.9432795610386222,3.833199873749969,1110011111,"0,1,2,5,6,7,8,9",1,0,0,0,-0.3442025392514054,0.03963075489654955,"0,1,2,3,4,5,6,7,8,9,10"
in_sample,46,1,3,27.322818578787235,28.115325473570508,25.333333333333336,0.7925068947832727,1.9894852454538992,0000000111,"9,8,7",0,1,7,5,37.03413568775463,37.03413568775463,33.62222222222222,0.0,3.4119134655324075,0100001111,"1,6,7,8,9",1,0,0,0,-1.4224282200785083,0.7925068947832727,"0,1,2,3,4,5,6,7,8,9,10"
in_sample,47,1,10,54.48899733449856,56.36921890998922,51.0,1.8802215754906584,3.4889973344985634,1111111111,"9,8,7,6,5,3,4,2,1,0",1,1,34,9,50.79910616448031,52.38310554664622,46.37777777777777,1.5839993821659135,4.421328386702534,1111011111,"0,1,2,3,5,6,7,8,9",1,0,0,0,-0.9323310522039705,0.29622219332474486,"0,1,2,3,4,5,6,7,8,9,10"
in_sample,48,1,10,54.48899733449856,57.706520395757636,51.0,3.2175230612590724,3.4889973344985634,1111111111,"9,8,7,6,5,4,3,1,2,0",1,1,30,9,52.90824224912286,55.38599616465941,48.288888888888884,2.477753915536553,4.619353360233973,1101111111,"0,1,3,4,5,6,7,8,9",1,0,0,0,-1.1303560257354093,0.7397691457225193,"0,1,2,3,4,5,6,7,8,9,10"
in_sample,49,0,0,0.0,0.0,0.0,0.0,0.0,0000000000,,0,0,-1,0,0.0,0.0,0.0,0.0,0.0,0000000000,,1,1,1,0,0.0,0.0,"0,1,2,3,4,5,6,7,8,9,10"
