n,dist_family,rho,heterogeneity,cost_scenario,instances,status_counts,runtime_mean,drop_mean,drop_median,ratio_mean,ratio_median
5,uniform,0.5,partial,hvhm,1,{'OPTIMAL': 1},208.71757197380066,0.2823227268446338,0.2823227268446338,0.7176772731553662,0.7176772731553662
5,uniform,0.5,partial,hvlm,1,{'OPTIMAL': 1},258.9974789619446,0.3378405361081117,0.3378405361081117,0.6621594638918883,0.6621594638918883
5,uniform,0.5,partial,zero,1,{'OPTIMAL': 1},10.330719947814941,0.1514830720901218,0.1514830720901218,0.8485169279098782,0.8485169279098782
10,exponential,-0.5,full,hvhm,1,{'TIME_LIMIT': 1},300.2388961315155,0.3912816500913392,0.3912816500913392,0.6087183499086608,0.6087183499086608
10,exponential,-0.5,full,hvlm,1,{'TIME_LIMIT': 1},300.22556614875793,0.6744970791472529,0.6744970791472529,0.3255029208527472,0.3255029208527472
10,exponential,-0.5,full,zero,1,{'TIME_LIMIT': 1},301.06092500686646,-0.8400000000000054,-0.8400000000000054,1.8400000000000054,1.8400000000000054
10,exponential,-0.5,none,hvhm,1,{'TIME_LIMIT': 1},300.6796419620514,0.6584113840258674,0.6584113840258674,0.34158861597413254,0.34158861597413254
10,exponential,-0.5,none,hvlm,1,{'TIME_LIMIT': 1},300.71664905548096,0.4232055112448875,0.4232055112448875,0.5767944887551125,0.5767944887551125
10,exponential,-0.5,none,zero,1,{'TIME_LIMIT': 1},301.15066599845886,0.30000000000000004,0.30000000000000004,0.7,0.7
10,exponential,-0.5,partial,hvhm,1,{'TIME_LIMIT': 1},300.4776020050049,0.5122349046720984,0.5122349046720984,0.4877650953279016,0.4877650953279016
10,exponential,-0.5,partial,hvlm,1,{'TIME_LIMIT': 1},300.3721420764923,0.5068928039872607,0.5068928039872607,0.4931071960127394,0.4931071960127394
10,exponential,-0.5,partial,zero,1,{'TIME_LIMIT': 1},301.05041003227234,0.24885481676523213,0.24885481676523213,0.7511451832347679,0.7511451832347679
10,exponential,0.0,full,hvhm,1,{'TIME_LIMIT': 1},300.1461260318756,0.5399817744770521,0.5399817744770521,0.46001822552294797,0.46001822552294797
10,exponential,0.0,full,hvlm,1,{'TIME_LIMIT': 1},300.1478159427643,0.44768690037904446,0.44768690037904446,0.5523130996209555,0.5523130996209555
10,exponential,0.0,full,zero,1,{'TIME_LIMIT': 1},300.2238028049469,0.74,0.74,0.26000000000000006,0.26000000000000006
10,exponential,0.0,none,hvhm,1,{'TIME_LIMIT': 1},300.15899300575256,0.5393161442754228,0.5393161442754228,0.46068385572457715,0.46068385572457715
10,exponential,0.0,none,hvlm,1,{'TIME_LIMIT': 1},300.33681201934814,0.370490898656877,0.370490898656877,0.629509101343123,0.629509101343123
10,exponential,0.0,none,zero,1,{'TIME_LIMIT': 1},300.5337588787079,-0.5299999999999958,-0.5299999999999958,1.5299999999999958,1.5299999999999958
10,exponential,0.0,partial,hvhm,1,{'TIME_LIMIT': 1},301.3163869380951,0.305207749766067,0.305207749766067,0.694792250233933,0.694792250233933
10,exponential,0.0,partial,hvlm,1,{'TIME_LIMIT': 1},300.48204493522644,0.4902566756639698,0.4902566756639698,0.5097433243360302,0.5097433243360302
10,exponential,0.0,partial,zero,1,{'TIME_LIMIT': 1},302.6718759536743,0.40999999999999903,0.40999999999999903,0.590000000000001,0.590000000000001
10,exponential,0.5,full,hvhm,1,{'TIME_LIMIT': 1},300.52115297317505,0.4421528826871447,0.4421528826871447,0.5578471173128553,0.5578471173128553
10,exponential,0.5,full,hvlm,1,{'TIME_LIMIT': 1},300.5976998806,0.5235621099543613,0.5235621099543613,0.4764378900456387,0.4764378900456387
10,exponential,0.5,full,zero,1,{'TIME_LIMIT': 1},301.05225110054016,-0.8500000000000008,-0.8500000000000008,1.8500000000000008,1.8500000000000008
10,exponential,0.5,none,hvhm,1,{'TIME_LIMIT': 1},300.166424036026,0.42678915954515106,0.42678915954515106,0.5732108404548489,0.5732108404548489
10,exponential,0.5,none,hvlm,1,{'TIME_LIMIT': 1},300.6185350418091,0.34629799084434365,0.34629799084434365,0.6537020091556563,0.6537020091556563
10,exponential,0.5,none,zero,1,{'TIME_LIMIT': 1},300.1366219520569,0.8099999999999999,0.8099999999999999,0.19000000000000009,0.19000000000000009
10,exponential,0.5,partial,hvhm,1,{'TIME_LIMIT': 1},300.56136894226074,0.4807524476020216,0.4807524476020216,0.5192475523979784,0.5192475523979784
10,exponential,0.5,partial,hvlm,1,{'TIME_LIMIT': 1},300.23033595085144,0.5315944935390862,0.5315944935390862,0.4684055064609139,0.4684055064609139
